wrench_x,wrench_y,wrench_z
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
-1.0526035247920102,1.9596672592165365,2.124752630599981
-1.0441316453206198,1.9621012288011344,2.129923186127339
-1.0441316453206198,1.9621012288011344,2.129923186127339
-1.0441316453206198,1.9621012288011344,2.129923186127339
-1.0377293858403276,1.9550441036770052,2.120214760749458
-1.0491294598954675,1.9641944706596652,2.139895097093633
-1.0309140944337525,1.977410561757062,2.12131464150718
-1.0309140944337525,1.977410561757062,2.12131464150718
-1.0363526002861017,1.9618684045370558,2.122368953340072
-1.0337791757134402,1.9575513985517636,2.118828960471005
-1.0379095292181113,1.9564839214937015,2.113684154934428
-1.0442790861048767,1.9534413154579569,2.126532422739234
-1.040065993003276,1.9540284801035852,2.1216411860511757
-1.0409840986863883,1.9522246604498823,2.124207657282806
-1.0547116637738054,1.950373167323451,2.1296587307325017
-1.0601491616749865,1.9473924350025305,2.1248614196846685
-1.0390182973429907,1.9516468543502397,2.1092378310771003
-1.0331636535862976,1.9563097682089396,2.104722794536981
-1.0354210455838921,1.947745968631282,2.1081715740243565
-1.0309972840654045,1.9485311383224475,2.107787982413925
-1.0260908124963437,2.4426795030746984,2.1352073254360695
-0.457593905540667,1.7124231073247327,1.7016762070528897
-0.4838579400454604,1.7684638288335863,1.7887863237090085
-0.4832538511528929,1.7797089975170315,1.8008527648010904
-0.4583682718805214,1.7637371634562398,1.8602993271165176
-0.45415984366016704,1.768487958860393,1.85327653958763
-0.45415984366016704,1.768487958860393,1.85327653958763
-0.4576905104552905,1.7720239030542064,1.8655707086878628
-0.4576905104552905,1.7720239030542064,1.8655707086878628
-0.45423645415273856,1.767993595756648,1.8551751841998316
-0.45423645415273856,1.767993595756648,1.8551751841998316
-0.44968793476199254,1.7780625294299601,1.851528948342981
-0.44968793476199254,1.7780625294299601,1.851528948342981
-0.4580654037111295,1.7670912510530643,1.842286552495104
-0.45588243016590185,1.7735523266044573,1.8388482092858665
-0.4525718604013286,1.7743739444941262,1.8386606332228141
-0.4535329113453801,1.7779419529637153,1.8456137549854574
-0.46037250864337464,1.7654199365817358,1.8530277612998622
-0.46395601749637794,1.7608675021526423,1.8472881283230211
-0.40878910265811835,1.7643207747595708,1.8525578502205577
-0.4582560454712735,1.7436826695919974,1.9083776152004763
-0.4582560454712735,1.7436826695919974,1.9083776152004763
-0.4551553132521865,1.7690239120496647,1.8602235193918677
-0.4419122567112288,1.7496779884680245,1.85974677602597
-0.4765332344386169,1.7659583590722499,1.8796853515062073
-0.46138808272313564,1.761587938774842,1.8651489605521954
-0.46766140500202413,1.7772568603932122,1.8693478091146325
-0.3622213200950492,1.7924594879650713,1.4739000515831058
0.2706319549374093,1.5687322647199162,-0.010288690342798737
0.2706319549374093,1.5687322647199162,-0.010288690342798737
0.2706319549374093,1.5687322647199162,-0.010288690342798737
1.2058868544108228,2.1054305394975485,-0.12316926648998362
0.025668224312557886,1.5120603613312418,1.9002958646925014
0.025668224312557886,1.5120603613312418,1.9002958646925014
0.4715589509695247,1.754823022921506,-0.29204621545548554
0.831784703948927,1.715273277247754,-0.03140989710281886
0.37131754532615097,1.326361610752842,1.013883190714016
0.9626712529740343,1.6101276173795618,-1.1736993543161953
0.8716799447025982,1.2441917909714761,-1.0006046548067407
0.7052688320291545,0.8010123982800106,-0.45574195289990266
0.7052688320291545,0.8010123982800106,-0.45574195289990266
0.9336718040354323,1.4736709104852528,0.06960074407379559
1.077859164053084,1.786959242397576,-0.21508316071623335
0.3547685198586917,1.5905705653226032,1.4402942837675745
1.1069985296907605,1.4508200402142941,-0.5800854043779766
1.0714646197649764,1.1889394057191036,-0.7127315575437467
0.4829374878784658,0.7940870327268437,0.21103552781728407
0.7009180804478189,1.2023474083288086,-0.2930438453434805
0.36422719404415793,2.8845500045085863,2.4840757807592477
-0.05387334840361881,2.511499832909832,1.9584331662496213
-0.6058082701258789,1.9601314355088149,2.085617039164455
-0.5360474573169121,1.9785031218409421,2.011506153577706
-0.43248042293067773,1.9532121440155257,2.015970070507491
-0.4149110599511787,1.9414772121629509,1.9934429991450342
-0.39961473127082575,1.9405654092021063,1.988371200645755
0.11245485936918777,1.7236162958341439,-0.27296953938515356
0.40045151018922776,1.742456690632159,-0.5172881245036212
0.9732870963639676,2.061495248135765,0.15848606433304271
0.10331397778638583,1.8184906652909447,2.1577922489572643
-0.2643796532646356,1.8314847511673809,2.2637927255366166
-0.413433782098059,1.8041207116622573,2.066457188749095
-0.413433782098059,1.8041207116622573,2.066457188749095
-0.413433782098059,1.8041207116622573,2.066457188749095
-0.33392776540537467,1.7123542637106939,1.8374314458616687
-0.2032022982238738,1.2105143876215512,1.514160257470577
0.2791279363661866,-0.015541741956123845,-0.13341798846006614
0.2791279363661866,-0.015541741956123845,-0.13341798846006614
0.25445235163934726,1.5868331720929763,0.36623952513090935
0.38360999914427096,1.594724676242216,0.47728462249297754
0.2639880867810939,1.773024583195485,0.4978494732180492
0.5827885920635829,1.3645218407688278,-0.22538738449600265
0.7395232863095655,0.09194662368433182,-1.0781460875060827
1.4040503405491638,1.0076332047710554,-0.27110703610792936
1.0650935127749859,1.236571645948409,0.01940879013180756
-0.5408124585152893,1.9276491574214645,2.7206941757596477
-0.9494234359982846,1.6844251849681655,3.0602584210778603
-0.22422032615237483,1.3266118961551028,1.4468538700956628
-0.0027017830377449176,1.3033587703826557,1.4339035622878953
-0.0027017830377449176,1.3033587703826557,1.4339035622878953
0.09944248404936079,1.369273858303777,1.4140646067723646
0.0799036252530286,1.3818595046293993,1.438010382415869
0.09285288828216932,1.3658030682551225,1.4286873507979685
0.09302972079541184,1.3610890283711594,1.4253137918350567
0.09302972079541184,1.3610890283711594,1.4253137918350567
0.08213485113566335,1.3729189266370743,1.4245983313538455
0.0901075629693047,1.3648092499795876,1.415740441916599
0.07467119247923763,1.3748552124758613,1.4205642797725802
0.08786580228469207,1.4552134277512838,1.5052829969939223
0.08680679767430105,1.3806857981806786,1.4369273887821514
0.055918233480512,1.3722065352496502,1.4302719540258253
0.13491307576156356,1.3290043540090284,1.3230324736062355
0.07575594665236941,1.3408071614579589,1.3466774833104742
0.07575594665236941,1.3408071614579589,1.3466774833104742
0.05113804332819183,1.3237386804471625,1.3423588247103322
0.041080662356065764,1.3252993677328844,1.3426727280753872
0.04165633318075425,1.325934662755933,1.3533438791135985
0.0472725859441499,1.3324941612994623,1.3411135302976238
0.036977436205104255,1.3207151114323585,1.3420976295470055
0.04383001544310958,1.3354024487683536,1.3482650403029386
0.03777602251752067,1.328424346970537,1.3437673168987412
0.04014904568232289,1.3256444139740697,1.3423998546759588
0.03525594260971396,1.3265925946287562,1.3438278520647762
0.04222474017700249,1.326649829817527,1.3503514583009726
0.026557212747351316,1.3274092384824323,1.3496177471766821
0.026557212747351316,1.3274092384824323,1.3496177471766821
0.04371552112802089,1.3171602008091234,1.339933487326675
0.04118378353355205,1.3137435773530146,1.3345382967692436
0.04118378353355205,1.3137435773530146,1.3345382967692436
0.03870175916898251,1.3148711013271708,1.3360053985056346
0.04279187279627843,1.3202598159371097,1.339092304745552
0.03125801014922157,1.3254571060391829,1.3485457867855655
0.03125801014922157,1.3254571060391829,1.3485457867855655
0.031586292571901986,1.3109782684205125,1.349917555890206
0.031271932369688546,1.3085955749832683,1.3440983314837964
0.03297223045452942,1.3133798773369736,1.3350859664824954
0.03622458476557787,1.300034191024969,1.3434448412724003
0.03228448462865005,1.30685325753407,1.3452637762270907
-0.5276502337594292,1.5987196325482835,3.194227842985492
-0.6032235646867414,1.866032933773891,4.117257402168243
-0.10233263123889404,2.819407155364216,3.2830235681958895
-0.5909492094018136,2.8345643281788178,2.876715496674766
-0.6469026584974622,1.8307555366269548,2.5361586173672825
-0.5619076264275146,2.2194577246826226,3.849091065490138
-0.19193885919573717,3.136366342219144,3.6615843051015573
