a1,a2,a3,a4,a5,a5,a7
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.7973195910453796,55.02790832519531,-4.716972351074219,-16.33263397216797,0.27467697858810425,0.20992980897426605,0.12382186949253082
0.6147076487541199,54.33861541748047,-4.7035298347473145,-15.532805442810059,0.1038842424750328,0.12382186949253082,0.08677543699741364
1.1188193559646606,54.47492980957031,-4.245140552520752,-15.844671249389648,0.4137762188911438,0.1815609186887741,0.17321711778640747
1.018511414527893,54.46207046508789,-4.551629543304443,-16.299028396606445,0.27555733919143677,0.2629963159561157,0.17188210785388947
1.442891240119934,54.28203201293945,-3.8889143466949463,-15.644378662109375,0.45515382289886475,0.1591995507478714,0.21493607759475708
2.2453548908233643,53.698184967041016,-2.8955140113830566,-15.745197296142578,0.5607988238334656,0.23329243063926697,0.15052200853824615
3.011810302734375,53.51042938232422,-2.2408642768859863,-14.837828636169434,0.5968942046165466,-0.08176916092634201,0.13116441667079926
2.5231306552886963,53.937381744384766,-2.8713173866271973,-15.932047843933105,0.6004157066345215,0.12916189432144165,0.160868301987648
1.430031180381775,55.10249710083008,-4.267992973327637,-17.904062271118164,0.38384345173835754,0.6975409984588623,0.1194830983877182
1.7232390642166138,55.771217346191406,-4.074420928955078,-19.244279861450195,0.3996902108192444,1.0159400701522827,0.06241156533360481
1.738671064376831,55.9589729309082,-4.113404273986816,-19.152870178222656,0.36623597145080566,0.9949137568473816,0.03771394118666649
0.5581237077713013,55.29282760620117,-5.137722492218018,-16.207618713378906,0.2447442263364792,0.059074047952890396,0.1201506033539772
0.7510235905647278,54.827293395996094,-5.028838157653809,-15.780147552490234,0.30637046694755554,0.03337516635656357,0.19557848572731018
0.7818875908851624,54.968753814697266,-5.22913122177124,-15.702180862426758,0.27555733919143677,-0.13083066046237946,0.3013777732849121
0.4578157365322113,55.11021423339844,-6.1015496253967285,-15.944146156311035,0.13469736278057098,-0.06408032029867172,0.3417617082595825
0.2932078540325165,55.29282760620117,-6.07466459274292,-16.071849822998047,0.1743142306804657,-0.06141030788421631,0.34409797191619873
