position_x,position_y,position_z,orientation_x,orientation_y,orientation_z,orientation_w
-0.045247412921671844,-0.48465403894273407,0.214398564216384,0.7467027902603149,0.664534454794976,0.019738365615031957,0.02095884955685984
-0.04524741336535015,-0.4846538974956561,0.21439844644934394,0.7467027306556702,0.6645345268979579,0.019738493430217326,0.020958586979800756
-0.04524804543737197,-0.4846537101826679,0.21439836446525967,0.7467028498649597,0.6645344064178018,0.019738245216068238,0.020958117903489643
-0.045248215138075615,-0.48465461648250135,0.21439877116369158,0.7467029094696045,0.6645343893275729,0.019737544669312823,0.020958871838957605
-0.04523237556257534,-0.48463976818571214,0.21439182722197725,0.7467015385627747,0.664535548345377,0.019761955447056907,0.02094667484713295
-0.04523196769319859,-0.48463981159157016,0.21439187489333028,0.7467014193534851,0.6645356857730067,0.019762157110195834,0.02094690007001351
-0.04523157007670746,-0.48463986260282343,0.2143919450971525,0.7467013001441956,0.6645358184443432,0.019762302694882543,0.020947105256013704
-0.045232244591091285,-0.4846397561767598,0.21439192600886298,0.7467023730278015,0.664534619108754,0.019762582880872095,0.02094719527490794
-0.045233796516848036,-0.48463944688849003,0.21439161794837458,0.7467045187950134,0.6645321557775791,0.019763083724457647,0.020946926347282138
-0.04523387630972276,-0.4846394218466854,0.2143916012557426,0.7467048168182373,0.6645318348081273,0.019763217071102995,0.020946972279635424
-0.04509375377439107,-0.4846556598344976,0.2144221840078088,0.7466323971748352,0.6646093231316916,0.019832832294462574,0.02100514965641824
-0.044711948901859214,-0.4847094094005972,0.21449046330118998,0.7464121580123901,0.6648457473846165,0.019960243003741718,0.021228393917249563
-0.04362866870684249,-0.48486959923405987,0.2146897741037151,0.7457869052886963,0.6655154874491057,0.020315946542734886,0.021870094237157012
-0.042408539425851745,-0.4850490804055896,0.21491697583036243,0.7450817227363586,0.6662684025193368,0.02071521873338699,0.022593758363982763
-0.04069461694286545,-0.485598676189593,0.21539218787763656,0.7440915703773499,0.6673191245649477,0.021068128487793235,0.023854389873950083
-0.03990512563445123,-0.4861653896525773,0.2157730747107155,0.74363774061203,0.6677961284571198,0.02101535563407443,0.024689622447434636
-0.03989090291009902,-0.48576129364672255,0.21557069382037283,0.7436211109161377,0.6678177178944117,0.02129230091845568,0.024368065172572503
-0.0383462635113146,-0.4882241753251086,0.21710384483535267,0.7427057027816772,0.6687648075667771,0.020162565782679064,0.027116596018094005
-0.0375587191125422,-0.4944718474600581,0.2234380831782276,0.7400481104850769,0.6716651738548275,0.013172082326481796,0.031956191764744235
-0.04075473118777152,-0.49679932670479526,0.2339373312740815,0.7329920530319214,0.6797748211914132,0.0030754380615380422,0.024887679912455846
-0.04370724845430001,-0.49479623451869265,0.24244597255808265,0.7247641682624817,0.688850507894758,-0.00474099189405321,0.013395052267067177
-0.04437671375518926,-0.49067346826262315,0.25260538037733393,0.7121270895004272,0.7018566917657589,-0.016267327503122042,0.002747765758151392
-0.04102495703765745,-0.4872936916447566,0.25610537066126066,0.7029614755994193,0.7107401490211487,-0.025678627357279694,0.005848953094540919
-0.035261970045383256,-0.4856794772377048,0.2518062172787151,0.6971394996830476,0.7158334851264954,-0.0331025871527205,0.021980323555353374
-0.029218631172945705,-0.48525753450272846,0.2433726648603975,0.693052765562652,0.7184659242630005,-0.03952480315696609,0.043844442335183635
-0.02587160527466685,-0.4843546510812544,0.23648666152442308,0.6913266448770534,0.7192785143852234,-0.040701947972832546,0.05521991984713134
-0.024262988266631553,-0.48155760071260123,0.23123388283952265,0.691331716774827,0.7197291254997253,-0.03467096780341456,0.053369840427418706
-0.024975465282529984,-0.4766896107459137,0.2272769210382528,0.6924551121752425,0.7199022173881531,-0.02411337458810426,0.04080761853253508
-0.025979820610526467,-0.4751395138452213,0.22686239378895043,0.6928131906956048,0.7202209234237671,-0.018066826648553004,0.03106966514004071
-0.026783837446793603,-0.47569959831729486,0.2278098605554917,0.6926897831825705,0.7205269932746887,-0.016881822579971253,0.027142515806058417
-0.02831254273604244,-0.47988891466431755,0.2308051632893207,0.6917446230940124,0.7214057445526123,-0.020041604395310886,0.025718263467414817
-0.02926663183041665,-0.48261439821700103,0.23239904602673345,0.6913218809755363,0.7218038439750671,-0.021582061512125782,0.024647043412751462
-0.029524265857009936,-0.4810565422712328,0.22925675599174988,0.6918079072007272,0.7215554118156433,-0.01746961241250799,0.021316205235087593
-0.028135862188068735,-0.47794303646156056,0.22205554510287523,0.692016307682311,0.7215603590011597,-0.010009966510340406,0.01907608370296526
-0.025941945053380884,-0.4769569236491017,0.21296041506709779,0.6917497012998081,0.7218233346939087,-0.0037248445530123574,0.020964947469200756
-0.023937008016739647,-0.47887975446777364,0.20435986933512776,0.6919634310221727,0.721466064453125,0.0002152492505056655,0.025947380814401455
-0.023659441590896328,-0.4811047847347738,0.19760303132312226,0.6929218865108425,0.7204598188400269,0.0034728102948367707,0.028015829285365338
-0.02422904219425336,-0.48276461736730936,0.19150153081203644,0.6940524606834632,0.7193637490272522,0.007177464529749668,0.027485343525802106
-0.025497897633112297,-0.4844763805437196,0.18676417846993498,0.6943512307144668,0.7191027402877808,0.009101383517494793,0.026168650836468407
-0.02720430078940841,-0.4859149824878743,0.18390571590777985,0.6934755459609571,0.7200071215629578,0.008704602141629669,0.02460949122550083
-0.029422715622595307,-0.4873450208496948,0.18237677448071543,0.6925263992329534,0.7210115790367126,0.0075216977824881055,0.02220109691904516
-0.03183667060377445,-0.4866255508734659,0.18112761427999557,0.6931984673744246,0.7204791903495789,0.008846931408893121,0.01753040146375132
-0.03351987028211126,-0.48475439567388495,0.17895714940559232,0.6941648483229215,0.7195992469787598,0.011312557428867484,0.013568990850209142
-0.03390948333069037,-0.48421731384519184,0.17649631505639188,0.6944327048957722,0.7193305492401123,0.01275833285750027,0.012805205046228684
-0.033374778948540615,-0.48562815599412096,0.17380026506266816,0.6943077080862603,0.7193953990936279,0.01235696310508412,0.015948646032554175
-0.03338625743464434,-0.48618817860752367,0.1703529890640166,0.6942361798897677,0.7194250226020813,0.013080183544151774,0.017107629961031944
-0.03341018832930426,-0.48590279158075994,0.16799531433671624,0.6940826883775618,0.7195581197738647,0.014324604131453055,0.016736908335717404
-0.033348697279383756,-0.4858442891483516,0.16418136024208024,0.6938096911686168,0.7197863459587097,0.01602516604246519,0.016701613463760617
-0.033444485160761005,-0.486893962269979,0.16301835009006133,0.6940100699720061,0.719581127166748,0.016674452074656405,0.01658152783272203
