a1,a2,a3,a4,a5,a5,a7
0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.919468200474512e-06,8.919468200474512e-06,7.138824003050104e-05,8.032395271584392e-05,2.856829269148875e-05,0.0,0.0
-1.7620197468204424e-05,0.0,0.0,0.00017615387332625687,-2.8192314857733436e-05,-4.402644117362797e-05,-1.7620197468204424e-05
0.0,-8.43483485368779e-06,0.0,0.0003966676886193454,0.0,-6.750940519850701e-05,-2.5319868655060418e-05
-2.631414281495381e-05,0.0,1.7548085452290252e-05,0.0006666036788374186,-1.4051242033019662e-05,2.631414281495381e-05,-8.766058272158261e-06
-1.7374368326272815e-05,8.679278835188597e-06,-8.695088581589516e-06,7.814513082848862e-05,2.77989875030471e-05,0.0,-4.342801548773423e-05
0.0,7.874685252318159e-06,0.0,-3.9387770812027156e-05,0.0,0.0,-2.3638398488401435e-05
0.0,8.639397492515855e-06,-8.639397492515855e-06,-8.639397492515855e-06,-1.3823036169924308e-05,0.0,0.0
1.010739833873231e-05,-1.010608502838295e-05,5.414311817730777e-05,3.3208147215191275e-05,-4.621726475306787e-06,0.0,-3.6100668694416527e-06
-1.5039324352983385e-05,7.512819593102904e-06,-1.5039324352983385e-05,0.0020070860628038645,0.0,-1.5039324352983385e-05,0.0
-6.739604032190982e-06,6.751879936928162e-06,-1.3491483514371794e-05,-0.0012542905751615763,0.0,2.0231087546562776e-05,-2.0231087546562776e-05
6.624465459026396e-05,-2.9437602279358543e-05,0.0707765445113182,0.005792548414319754,-2.356080040044617e-05,5.153255187906325e-05,2.2081550923758186e-05
6.800441042287275e-05,-0.00021534042025450617,0.12012042850255966,0.0005836907657794654,-0.00011786881077568978,0.00035133893834427,3.4002205211436376e-05
-2.992677764268592e-05,-9.727224096423015e-05,0.17441189289093018,-0.01829494722187519,-0.000646494678221643,2.2448488380177878e-05,-4.4896976760355756e-05
8.038667147047818e-05,-0.00013663100253324956,0.07277905941009521,-0.008632217533886433,-0.00016717618564143777,8.032814548641909e-06,4.0178703784476966e-05
-0.00010617180669214576,-3.5394183214521036e-05,0.016522672027349472,0.0064238510094583035,-5.6630691688042134e-05,5.895451067772228e-06,-2.9487993742804974e-05
-0.0002486722660250962,0.0,-0.035698626190423965,0.02481219731271267,-0.0003094605926889926,-2.2101741706137545e-05,1.1045840437873267e-05
0.00043379419366829097,-0.0003889170475304127,-0.2682298719882965,0.29069021344184875,-0.5039128661155701,0.0004188306047581136,2.991355358972214e-05
0.0003057231951970607,-0.0002235240681329742,0.008553043007850647,0.053354501724243164,-0.3137552738189697,0.0014291137922555208,7.499019557144493e-05
0.00048137782141566277,8.299200999317691e-05,0.09502039849758148,0.03147980943322182,-0.43979111313819885,0.2005893737077713,0.00010789112275233492
3.2863536034710705e-05,0.00010681770800147206,0.14146998524665833,0.012744365260004997,-0.28937867283821106,0.25280043482780457,0.0007477389299310744
8.097082900349051e-05,4.4170781620778143e-05,0.13722702860832214,0.0023630564101040363,-0.21707797050476074,0.10896596312522888,0.27597787976264954
-1.4738316167495213e-05,0.000685097009409219,0.07198735326528549,-0.005421889945864677,-0.21729984879493713,0.006718419026583433,0.3475533425807953
-0.0002669753157533705,7.623501915077213e-06,-0.006468465086072683,-0.013058961369097233,-0.15582875907421112,0.0005263132625259459,0.28651902079582214
0.00017460294475313276,3.174204903189093e-05,-0.021412605419754982,-0.048468030989170074,-0.11205028742551804,0.05038866028189659,0.0915868803858757
2.5355258912895806e-05,-1.6893249267013744e-05,0.008544460870325565,-0.030171819031238556,-0.04661165550351143,-0.00047328791697509587,-0.015694428235292435
8.487912418786436e-05,-0.00012346947914920747,0.023999551311135292,0.002253342652693391,0.004506657365709543,-0.0208047553896904,-0.052868470549583435
-3.80268829758279e-05,-7.602607183798682e-06,0.010839960537850857,0.004282732494175434,0.05044956132769585,7.60676120989956e-05,-0.03837725520133972
-0.00022974589955992997,7.932218977657612e-06,-0.003145182505249977,-8.715345029486343e-05,0.0722012147307396,0.03225192427635193,-0.020027726888656616
-1.4171645489113871e-05,-1.4171645489113871e-05,-0.026024622842669487,0.006445945240557194,0.085239477455616,-8.500408148393035e-05,-0.03580686077475548
-2.188367216149345e-05,-4.3754065700341016e-05,-0.027237044647336006,0.006915027741342783,0.08126469701528549,0.00041577647789381444,-0.06594077497720718
-1.5429812265210785e-05,0.0,-0.012077500112354755,-0.0028689904138445854,0.06410488486289978,0.006709722336381674,-0.03972620889544487
5.0350441597402096e-05,1.776931640051771e-05,0.0006664316169917583,0.0008633958059363067,0.049063462764024734,-0.0016912502469494939,-0.06054738536477089
0.0,0.0,0.0013532077427953482,0.01519350241869688,0.02972244657576084,-0.039400890469551086,-0.07031413912773132
-2.5122006263700314e-05,-8.3689210441662e-06,-0.004848395008593798,0.019368473440408707,0.006578404922038317,0.0003600617637857795,-0.044908393174409866
1.5216326573863626e-05,0.0,-0.018162230029702187,0.006038874387741089,0.01118331030011177,0.050889212638139725,0.0002509932382963598
0.0,7.903005098341964e-06,-0.01878836564719677,-0.00013443746138364077,0.038108110427856445,0.009987253695726395,7.903005098341964e-06
-2.3068347218213603e-05,0.0,-0.0018607814563438296,0.0028065696824342012,0.049149446189403534,-1.538356445962563e-05,2.3068347218213603e-05
-1.153678385890089e-05,2.162982855224982e-05,-0.0002451310574542731,-1.2977897313248832e-05,0.04819784685969353,-0.007304889149963856,-0.0005407299613580108
2.5667888621683232e-05,0.000479123555123806,-0.012602544389665127,-0.019960444420576096,0.016645949333906174,-0.05510726198554039,-0.027027461677789688
-2.3548533135908656e-05,0.029576042667031288,-0.034544628113508224,-0.04681304097175598,-0.0015949673252180219,-0.1656588315963745,-0.0009654612513259053
1.7558833860675804e-05,0.09410659968852997,-0.055261801928281784,-0.06411118060350418,-0.015694767236709595,-0.25070899724960327,-5.8493928918323945e-06
7.606420695083216e-05,0.16965867578983307,-0.0795731469988823,-0.06536392867565155,-0.0782693475484848,-0.25921934843063354,3.8025180401746184e-05
7.790213203406893e-06,0.2136138379573822,-0.06853102892637253,-0.006165605969727039,-0.08398325741291046,-0.22551634907722473,0.00017928842862602323
-2.351552939217072e-05,0.23107388615608215,-0.047548260539770126,0.04447323828935623,-0.07905935496091843,-0.15880779922008514,0.002169572515413165
1.5003352018538862e-05,0.22643741965293884,-0.027476953342556953,0.07997865229845047,-0.09927700459957123,-0.04023304954171181,0.007679149508476257
1.4687190741824452e-05,0.2513607144355774,0.006056441459804773,0.12954913079738617,-0.09245139360427856,0.0036999427247792482,0.01575409062206745
